543ODP677AODP 677 Planktonic O-18
Size fraction: medium
ODP 677A 1 deg 12.138' N 83 deg 44' W water depth 3472.3 m
ODP 677B 1 deg 13.006' N 83 deg 43.392' W water depth 3446.8 m
see also proc ODP sci res, vol 111, p227 ff
ages are by astronomical correlation.
Agemodel for 677 27.04.89
format(A16,f8.2,f9.4,A12,f8.2)
sample ID, depth age, species planktonic 18O
A 87/1450ODP677A   20.75   0.5210   GRUBER C    -1.43
A 87/1451ODP677A   20.84   0.5240   GRUBER C    -1.69
A 87/1452ODP677A   20.92   0.5260   GRUBER C    -1.63
A 87/1453ODP677A   21.03   0.5280   GRUBER C    -1.52
A 87/1454ODP677A   21.14   0.5310   GRUBER C    -1.52
A 87/1455ODP677A   21.22   0.5330   GRUBER C    -1.29
A 87/1456ODP677A   21.34   0.5370   GRUBER C    -1.10
A 87/1457ODP677A   21.45   0.5400   GRUBER C    -1.42
A 87/1458ODP677A   21.55   0.5430   GRUBER C    -1.31
A 87/1459ODP677A   21.65   0.5460   GRUBER C    -1.36
A 87/1460ODP677A   21.75   0.5500   GRUBER C    -1.67
A 87/1461ODP677A   21.85   0.5530   GRUBER C    -1.55
A 87/1462ODP677A   21.95   0.5560   GRUBER C    -1.66
A 87/1463ODP677A   22.05   0.5590   GRUBER C    -2.15
A 87/1464ODP677A   22.15   0.5620   GRUBER C    -1.96
A 87/1465ODP677A   22.25   0.5650   GRUBER C    -2.23
A 87/1466ODP677A   22.35   0.5680   GRUBER C    -1.92
A 87/1467ODP677A   22.42   0.5710   GRUBER C    -2.16
A 87/1468ODP677A   22.55   0.5750   GRUBER C    -2.20
A 88/2441ODP677B   22.60   0.5780   GRUBER C    -1.45
A 87/1469ODP677A   22.64   0.5790   GRUBER C    -1.66
A 88/2442ODP677B   22.70   0.5820   GRUBER C    -1.42
A 87/1470ODP677A   22.75   0.5830   GRUBER C    -1.55
A 88/2443ODP677B   22.79   0.5840   GRUBER C    -1.43
A 87/1471ODP677A   22.85   0.5860   GRUBER C    -1.51
A 88/2444ODP677B   22.90   0.5870   GRUBER C    -1.79
A 88/2446ODP677B   23.10   0.5910   GRUBER C    -1.72
A 88/2447ODP677B   23.20   0.5940   GRUBER C    -1.82
A 87/1472ODP677A   23.25   0.5950   GRUBER C    -1.97
A 89/  91ODP677A   23.25   0.5950   GRUBER C    -1.81
A 88/2448ODP677B   23.30   0.5960   GRUBER C    -1.94
A 87/1473ODP677A   23.35   0.5980   GRUBER C    -1.93
A 89/  92ODP677A   23.35   0.5980   GRUBER C    -1.58
A 88/2449ODP677B   23.40   0.5990   GRUBER C    -1.92
A 87/1474ODP677A   23.45   0.6010   GRUBER C    -1.68
A 89/  93ODP677A   23.45   0.6010   GRUBER C    -1.68
A 88/2450ODP677B   23.50   0.6020   GRUBER C    -1.65
A 87/1475ODP677A   23.55   0.6040   GRUBER C    -1.78
A 89/  94ODP677A   23.55   0.6040   GRUBER C    -1.58
A 88/2451ODP677B   23.60   0.6060   GRUBER C    -1.70
A 87/1476ODP677A   23.65   0.6080   GRUBER C    -1.85
A 89/  95ODP677A   23.65   0.6080   GRUBER C    -1.72
A 87/1477ODP677A   23.75   0.6120   GRUBER C    -1.99
A 89/  96ODP677A   23.75   0.6120   GRUBER C    -2.23
A 88/2453ODP677B   23.80   0.6140   GRUBER C    -1.93
A 87/1478ODP677A   23.85   0.6160   GRUBER C    -2.08
A 89/  97ODP677A   23.85   0.6160   GRUBER C    -2.02
A 88/2454ODP677B   23.90   0.6170   GRUBER C    -1.89
A 87/1479ODP677A   23.92   0.6170   GRUBER C    -2.39
A 89/  98ODP677A   23.92   0.6170   GRUBER C    -1.78
A 89/ 227ODP677A   23.92   0.6170   GRUBER C    -1.83
A 89/  98ODP677A   23.95   0.6180   GRUBER C    -1.78
A 88/2455ODP677B   24.00   0.6190   GRUBER C    -1.44
A 87/1480ODP677A   24.05   0.6200   GRUBER C    -1.32
A 89/  99ODP677A   24.05   0.6200   GRUBER C    -0.98
A 88/2456ODP677B   24.10   0.6210   GRUBER C    -0.98
A 87/1481ODP677A   24.15   0.6210   GRUBER C    -0.83
A 89/ 100ODP677A   24.15   0.6210   GRUBER C    -0.92
A 87/1482ODP677A   24.22   0.6230   GRUBER C    -0.39
A 89/ 101ODP677A   24.22   0.6230   GRUBER C    -0.43
A 87/1483ODP677A   24.35   0.6250   GRUBER C    -0.19
A 89/ 102ODP677A   24.35   0.6250   GRUBER C    -0.52
A 87/1484ODP677A   24.45   0.6270   GRUBER C    -0.29
A 89/ 103ODP677A   24.45   0.6270   GRUBER C    -0.31
A 87/1485ODP677A   24.55   0.6300   GRUBER C    -0.57
A 89/ 104ODP677A   24.55   0.6300   GRUBER C    -0.71
A 87/1486ODP677A   24.65   0.6330   GRUBER C    -0.59
A 89/ 105ODP677A   24.65   0.6330   GRUBER C    -0.48
A 87/1487ODP677A   24.75   0.6350   GRUBER C    -0.30
A 89/ 106ODP677A   24.75   0.6350   GRUBER C    -0.71
A 89/ 226ODP677A   24.75   0.6350   GRUBER C    -0.61
A 87/1488ODP677A   24.85   0.6380   GRUBER C    -0.46
A 89/ 107ODP677A   24.85   0.6380   GRUBER C    -0.65
A 87/1489ODP677A   24.95   0.6410   GRUBER C    -0.60
A 89/ 108ODP677A   24.95   0.6410   GRUBER C    -0.52
A 87/1490ODP677A   25.05   0.6430   GRUBER C    -1.01
A 89/ 109ODP677A   25.05   0.6430   GRUBER C    -0.95
A 87/1491ODP677A   25.15   0.6460   GRUBER C    -0.75
A 89/ 110ODP677A   25.15   0.6460   GRUBER C    -0.80
A 87/1492ODP677A   25.25   0.6490   GRUBER C    -0.55
A 89/ 111ODP677A   25.25   0.6490   GRUBER C    -0.65
A 87/1493ODP677A   25.35   0.6510   GRUBER C    -0.71
A 89/ 112ODP677A   25.35   0.6510   GRUBER C    -0.92
A 87/1494ODP677A   25.42   0.6530   GRUBER C    -0.65
A 89/ 113ODP677A   25.42   0.6530   GRUBER C    -0.77
A 87/1495ODP677A   25.55   0.6560   GRUBER C    -0.56
A 89/ 114ODP677A   25.55   0.6560   GRUBER C    -0.66
A 87/1496ODP677A   25.64   0.6590   GRUBER C    -0.34
A 89/ 115ODP677A   25.64   0.6590   GRUBER C    -0.97
A 89/ 115ODP677A   25.65   0.6590   GRUBER C    -0.97
A 87/1497ODP677A   25.73   0.6610   GRUBER C    -0.77
A 89/ 116ODP677A   25.73   0.6610   GRUBER C    -1.23
A 89/ 224ODP677A   25.73   0.6610   GRUBER C    -1.11
A 87/1501ODP677A   25.84   0.6640   GRUBER C    -1.15
A 89/ 117ODP677A   25.84   0.6640   GRUBER C    -1.27
A 87/1502ODP677A   25.94   0.6670   GRUBER C    -0.98
A 89/ 118ODP677A   25.94   0.6670   GRUBER C    -1.04
A 87/1503ODP677A   26.04   0.6690   GRUBER C    -1.29
A 89/ 119ODP677A   26.04   0.6690   GRUBER C    -1.39
A 87/1504ODP677A   26.14   0.6720   GRUBER C    -1.42
A 89/ 120ODP677A   26.14   0.6720   GRUBER C    -1.50
A 87/1505ODP677A   26.25   0.6750   GRUBER C    -1.22
A 89/ 121ODP677A   26.25   0.6750   GRUBER C    -1.40
A 87/1506ODP677A   26.35   0.6780   GRUBER C    -1.46
A 89/ 122ODP677A   26.35   0.6780   GRUBER C    -1.37
A 87/1507ODP677A   26.45   0.6800   GRUBER C    -1.50
A 89/ 123ODP677A   26.45   0.6800   GRUBER C    -1.80
A 87/1508ODP677A   26.55   0.6830   GRUBER C    -1.87
A 89/ 124ODP677A   26.55   0.6830   GRUBER C    -1.74
A 88/2381ODP677B   26.60   0.6840   GRUBER C    -1.71
A 87/1509ODP677A   26.64   0.6850   GRUBER C    -1.88
A 89/ 125ODP677A   26.64   0.6850   GRUBER C    -1.91
A 88/2382ODP677B   26.70   0.6870   GRUBER C    -2.04
A 87/1510ODP677A   26.74   0.6880   GRUBER C    -2.09
A 89/ 126ODP677A   26.74   0.6880   GRUBER C    -1.91
A 88/2383ODP677B   26.80   0.6900   GRUBER C    -1.94
A 87/1530ODP677A   26.84   0.6910   GRUBER C    -1.74
A 89/ 127ODP677A   26.84   0.6910   GRUBER C    -1.83
A 88/2384ODP677B   26.90   0.6920   GRUBER C    -1.83
A 88/2385ODP677B   27.00   0.6950   GRUBER C    -1.63
A 88/2386ODP677B   27.10   0.6980   GRUBER C    -1.60
